path_id,root_value,tip_value,root_index
1HSV.png_start312_35_goal240_244,21.816861987652167,40.88388643437577,40
2HSV.png_start399_276_goal153_254,19.84918339654252,37.529370230659545,59
3HSV.png_start206_60_goal409_248,12.004997445936063,44.65605330868365,40
VZV.png_start85_378_goal143_137,19.59717641072463,18.848434347422426,26
