branch_id,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49,node_50,node_51,node_52,node_53,node_54,node_55,node_56,node_57,node_58,node_59,node_60,node_61,node_62,node_63,node_64,node_65,node_66,node_67,node_68,node_69,node_70,node_71,node_72,node_73,node_74,node_75,node_76,node_77,node_78,node_79,node_80,node_81,node_82,node_83,node_84,node_85,node_86,node_87,node_88,node_89,node_90,node_91,node_92,node_93,node_94,node_95,node_96,node_97,node_98,node_99,node_100,node_101,node_102,node_103,node_104,node_105,node_106,node_107,node_108,node_109,node_110,node_111,node_112,node_113,node_114,node_115,node_116,node_117,node_118,node_119,node_120,node_121,node_122,node_123,node_124,node_125,node_126,node_127,node_128,node_129,node_130,node_131,node_132,node_133,node_134,node_135,node_136,node_137,node_138,node_139,node_140,node_141,node_142,node_143,node_144,node_145,node_146,node_147,node_148,node_149,node_150,node_151,node_152,node_153,node_154,node_155,node_156,node_157,node_158,node_159,node_160,node_161,node_162,node_163,node_164,node_165,node_166,node_167,node_168,node_169,node_170,node_171,node_172,node_173,node_174,node_175,node_176,node_177,node_178,node_179,node_180,node_181,node_182,node_183,node_184,node_185,node_186,node_187,node_188,node_189,node_190,node_191,node_192
plot_a0.500_b1.000_g1.000_d0.500_Dv0.050_iter240_seed3.png_715_816,23.08679276123039,22.20360331117452,21.37755832643195,20.615528128088304,19.92485884517128,20.248456731316587,20.615528128088304,21.02379604162864,21.470910553583888,21.95449840010015,22.47220505424423,21.95449840010015,21.470910553583888,20.12461179749811,21.02379604162864,21.54065922853801,22.02271554554524,21.40093455903269,20.808652046684813,20.248456731316587,19.72308292331602,19.235384061671343,18.788294228055936,18.35755975068582,17.88854381999832,17.46424919657298,17.0,16.55294535724685,16.15549442140351,15.811388300841896,15.524174696260024,15.297058540778355,15.132745950421556,15.033296378372908,15.0,15.033296378372908,15.132745950421556,15.297058540778355,15.297058540778355,15.132745950421556,15.033296378372908,15.0,15.0,15.033296378372908,15.132745950421556,15.297058540778355,15.524174696260024,15.811388300841896,16.15549442140351,16.55294535724685,17.88854381999832,18.35755975068582,18.788294228055936,19.0,20.0,20.024984394500787,21.0,20.0,20.024984394500787,20.09975124224178,20.223748416156685,20.396078054371134,21.587033144922906,21.840329667841555,22.02271554554524,22.825424421026653,23.0,23.0,22.80350850198276,21.587033144922906,21.37755832643195,21.213203435596427,21.095023109728988,21.02379604162864,21.0,21.0,22.0,23.0,24.0,23.021728866442675,23.08679276123039,23.194827009486403,23.345235059857504,23.53720459187964,23.769728648009423,24.04163056034261,24.35159132377184,24.698178070456937,24.166091947189145,23.706539182259394,23.323807579381203,23.021728866442675,23.53720459187964,22.80350850198276,23.08679276123039,23.194827009486403,22.360679774997894,21.587033144922906,21.840329667841555,21.18962010041709,20.09975124224178,19.1049731745428,18.027756377319943,17.029386365926403,16.0,15.033296378372908,14.142135623730953,14.317821063276352,13.601470508735444,13.0,13.41640786499874,13.0,12.0,11.0,11.04536101718726,10.04987562112089,11.180339887498947,11.40175425099138,10.816653826391969,10.295630140987,9.848857801796104,9.219544457292889,8.48528137423857,7.615773105863909,6.708203932499369,5.830951894845301,5.385164807134504,4.123105625617661,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot_a0.500_b1.000_g1.000_d0.500_Dv0.050_iter240_seed3.png_819_690,23.08679276123039,24.020824298928627,25.0,26.0,27.0,28.0,29.0,30.0,30.80584360149873,31.575306807693888,32.38826948140329,33.24154027718932,33.54101966249684,33.37663853655727,32.2490309931942,33.24154027718932,33.37663853655727,32.55764119219941,31.78049716414141,31.04834939252005,30.364452901377952,29.73213749463701,30.083217912982647,30.463092423455635,30.870698080866266,30.4138126514911,30.870698080866266,31.304951684997057,31.76476034853718,32.2490309931942,32.55764119219941,32.7566787083184,32.01562118716424,32.28002478313795,32.57299494980466,32.38826948140329,31.400636936215164,30.59411708155671,29.61418578992169,28.861739379323623,27.892651361962702,26.92582403567252,28.16025568065745,27.51363298439521,27.85677655436824,27.31300056749533,26.83281572999748,26.40075756488817,25.942243542145693,26.40075756488817,25.942243542145693,25.059928172283332,24.698178070456937,24.413111231467404,25.0,24.839484696748443,24.75883680627989,24.08318915758459,24.20743687382041,23.600847442411894,23.021728866442675,23.323807579381203,22.825424421026653,22.360679774997894,21.93171219946131,22.47220505424423,23.08679276123039,22.80350850198276,22.56102834535696,21.37755832643195,21.213203435596427,20.09975124224178,20.024984394500787,20.0,19.0,19.0,19.026297590440446,18.110770276274835,17.26267650163207,16.492422502470642,15.811388300841896,15.132745950421556,14.317821063276352,13.601470508735444,13.0,13.41640786499874,13.0,12.529964086141668,13.038404810405298,13.45362404707371,13.45362404707371,13.038404810405298,13.41640786499874,13.0,12.529964086141668,13.0,12.649110640673518,12.16552506059644,12.36931687685298,12.649110640673518,13.0,13.0,13.0,13.0,13.0,14.0,14.866068747318506,14.866068747318506,14.317821063276352,13.892443989449804,13.038404810405298,13.0,13.0,12.0,11.6619037896906,10.295630140987,9.848857801796104,8.54400374531753,7.280109889280518,6.082762530298219,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot_a0.500_b1.000_g1.000_d0.500_Dv0.050_iter240_seed3.png_602_682,23.08679276123039,22.20360331117452,21.37755832643195,20.615528128088304,19.92485884517128,20.248456731316587,20.615528128088304,21.02379604162864,21.470910553583888,21.95449840010015,22.47220505424423,21.95449840010015,21.470910553583888,20.12461179749811,18.788294228055936,18.384776310850235,18.027756377319943,16.76305461424021,16.492422502470642,16.278820596099706,16.1245154965971,15.033296378372908,15.0,15.0,15.033296378372908,14.142135623730953,14.317821063276352,14.560219778561036,14.866068747318506,15.231546211727816,15.652475842498529,15.0,15.0,15.033296378372908,14.142135623730953,14.317821063276352,13.601470508735444,12.649110640673518,13.92838827718412,14.317821063276352,14.7648230602334,14.422205101855956,14.212670403551895,13.601470508735444,13.45362404707371,14.142135623730953,13.601470508735444,13.892443989449804,14.212670403551895,14.0,13.892443989449804,13.038404810405298,13.152946437965904,13.341664064126334,13.341664064126334,13.0,13.41640786499874,13.892443989449804,13.601470508735444,14.212670403551895,14.7648230602334,14.422205101855956,13.892443989449804,13.41640786499874,13.92838827718412,13.601470508735444,13.341664064126334,13.152946437965904,13.038404810405298,14.0,15.0,16.0,15.0,15.0,15.0,15.033296378372908,15.132745950421556,15.297058540778355,15.524174696260024,15.811388300841896,15.811388300841896,15.524174696260024,15.297058540778355,15.132745950421556,15.033296378372908,15.0,15.0,15.0,14.0356688476182,15.033296378372908,16.1245154965971,16.278820596099706,16.492422502470642,16.278820596099706,15.524174696260024,14.560219778561036,13.601470508735444,12.649110640673518,11.704699910719626,10.770329614269007,9.848857801796104,9.433981132056603,8.94427190999916,7.810249675906654,7.211102550927978,6.708203932499369,6.324555320336759,5.656854249492381,5.0,3.605551275463989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot_a0.500_b1.000_g1.000_d0.500_Dv0.050_iter240_seed6.png_674_624,28.0713376952364,29.017236257093817,30.066592756745816,31.144823004794876,31.25699921617557,31.304951684997057,30.886890422961,30.52867504494749,31.064449134018133,31.622776601683796,31.400636936215164,32.01562118716424,32.64965543462902,32.55764119219941,32.64965543462902,32.01562118716424,31.38470965295043,30.083217912982647,29.546573405388315,29.068883707497267,28.635642126552707,28.178005607210743,27.018512172212592,26.40075756488817,25.0,24.413111231467404,23.021728866442675,21.633307652783937,21.095023109728988,19.72308292331602,19.235384061671343,18.788294228055936,18.384776310850235,18.027756377319943,17.72004514666935,17.46424919657298,17.26267650163207,17.11724276862369,17.029386365926403,17.0,17.0,17.0,17.029386365926403,17.11724276862369,17.26267650163207,17.11724276862369,17.029386365926403,17.0,17.46424919657298,17.0,16.0,15.0,14.0,13.038404810405298,13.152946437965904,12.36931687685298,12.649110640673518,13.0,13.41640786499874,13.892443989449804,13.41640786499874,13.0,12.529964086141668,12.083045973594572,12.649110640673518,12.36931687685298,12.16552506059644,12.041594578792296,12.0,12.0,12.041594578792296,12.16552506059644,12.041594578792296,12.0,12.0,12.0,12.041594578792296,12.16552506059644,12.36931687685298,12.649110640673518,13.0,13.41640786499874,14.142135623730953,14.317821063276352,14.560219778561036,14.866068747318506,15.231546211727816,15.652475842498529,16.1245154965971,16.55294535724685,17.0,17.46424919657298,17.88854381999832,17.0,17.0,17.0,17.0,17.0,17.0,17.029386365926403,17.11724276862369,18.24828759089466,18.384776310850235,18.027756377319943,17.72004514666935,16.492422502470642,17.46424919657298,18.24828759089466,18.110770276274835,18.027756377319943,17.88854381999832,17.46424919657298,17.08800749063506,16.76305461424021,16.492422502470642,16.55294535724685,16.1245154965971,15.652475842498529,15.231546211727816,14.866068747318506,14.560219778561036,14.317821063276352,14.142135623730953,14.0356688476182,14.0,14.0,14.0,13.92838827718412,13.601470508735444,13.341664064126334,12.16552506059644,12.041594578792296,12.0,11.0,11.0,11.0,10.04987562112089,10.198039027185567,10.44030650891055,9.848857801796104,10.0,10.04987562112089,9.219544457292889,8.246211251235321,7.615773105863909,7.211102550927978,7.810249675906654,7.211102550927978,7.071067811865476,6.4031242374328485,5.656854249492381,5.0,4.242640687119285,3.605551275463989,3.1622776601683795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot_a0.500_b1.000_g1.000_d0.500_Dv0.050_iter240_seed6.png_791_735,28.0713376952364,29.017236257093817,30.066592756745816,31.144823004794876,31.25699921617557,31.304951684997057,30.886890422961,30.52867504494749,31.064449134018133,31.622776601683796,31.400636936215164,32.01562118716424,32.64965543462902,32.55764119219941,32.64965543462902,32.01562118716424,31.38470965295043,30.083217912982647,29.73213749463701,29.410882339705484,29.120439557122072,28.792360097775937,28.46049894151541,28.16025568065745,26.92582403567252,25.632011235952596,24.35159132377184,23.08679276123039,21.840329667841555,21.587033144922906,20.396078054371134,20.223748416156685,20.09975124224178,20.024984394500787,20.0,20.0,20.024984394500787,20.09975124224178,20.223748416156685,20.396078054371134,20.615528128088304,20.8806130178211,21.18962010041709,21.54065922853801,21.54065922853801,21.18962010041709,20.8806130178211,20.615528128088304,20.396078054371134,20.0,20.0,19.026297590440446,18.027756377319943,17.0,16.0,15.0,14.0,13.0,12.0,11.04536101718726,10.198039027185567,10.44030650891055,10.770329614269007,11.180339887498947,11.40175425099138,10.816653826391969,10.295630140987,9.848857801796104,10.44030650891055,10.198039027185567,10.04987562112089,11.0,11.0,12.041594578792296,12.16552506059644,12.36931687685298,13.601470508735444,13.92838827718412,14.317821063276352,14.7648230602334,15.231546211727816,15.652475842498529,16.0312195418814,16.1245154965971,16.278820596099706,17.26267650163207,18.24828759089466,18.384776310850235,18.384776310850235,18.43908891458577,17.804493814764857,18.027756377319943,18.35755975068582,19.235384061671343,19.235384061671343,19.313207915827967,18.97366596101028,18.384776310850235,17.88854381999832,17.4928556845359,16.492422502470642,15.297058540778355,15.132745950421556,14.866068747318506,14.142135623730953,13.45362404707371,12.727922061357855,12.041594578792296,11.40175425099138,10.816653826391969,10.295630140987,9.433981132056603,8.94427190999916,8.54400374531753,8.54400374531753,8.06225774829855,7.615773105863909,7.280109889280518,7.071067811865476,7.0,6.4031242374328485,5.656854249492381,5.0,4.47213595499958,4.123105625617661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot_a0.500_b1.000_g1.000_d0.500_Dv0.050_iter240_seed6.png_633_714,28.0713376952364,27.16615541441225,26.30589287593181,25.495097567963924,24.73863375370596,24.04163056034261,23.40939982143925,22.84731931759173,22.360679774997894,21.213203435596427,20.09975124224178,19.026297590440446,18.0,17.0,17.0,16.0,16.0,16.0,16.0312195418814,15.652475842498529,15.231546211727816,14.866068747318506,14.560219778561036,14.317821063276352,14.142135623730953,14.0356688476182,14.0,14.0356688476182,14.142135623730953,14.317821063276352,14.560219778561036,14.866068747318506,15.0,15.0,15.033296378372908,15.132745950421556,15.297058540778355,15.524174696260024,15.811388300841896,16.15549442140351,16.492422502470642,16.76305461424021,17.08800749063506,17.46424919657298,17.0,17.4928556845359,18.027756377319943,18.601075237738275,19.0,18.027756377319943,18.110770276274835,18.24828759089466,18.43908891458577,18.68154169226941,18.97366596101028,19.313207915827967,19.697715603592208,20.12461179749811,21.470910553583888,22.360679774997894,21.95449840010015,22.47220505424423,22.80350850198276,21.840329667841555,20.8806130178211,19.6468827043885,19.92485884517128,19.313207915827967,19.697715603592208,20.12461179749811,19.72308292331602,20.09975124224178,19.1049731745428,18.110770276274835,17.029386365926403,16.0,15.0,15.033296378372908,15.132745950421556,15.297058540778355,15.524174696260024,15.811388300841896,16.15549442140351,15.652475842498529,16.1245154965971,14.7648230602334,13.892443989449804,13.038404810405298,12.206555615733702,11.40175425099138,10.63014581273465,9.899494936611664,9.219544457292889,8.602325267042627,8.06225774829855,7.615773105863909,6.324555320336759,6.082762530298219,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot_a0.500_b1.000_g1.000_d0.500_Dv0.050_iter251_seed1.png_727_570,28.792360097775937,29.154759474226505,29.546573405388315,30.870698080866266,32.202484376209235,33.54101966249684,34.88552708502482,36.23534186398688,36.359317925395686,36.05551275463989,35.805027579936315,35.608987629529715,35.4682957019364,35.38361202590826,34.713109915419565,34.655446902326915,35.35533905932738,35.38361202590826,34.713109915419565,34.828149534536,34.20526275297414,34.40930106817051,34.66987164671943,34.9857113690718,34.48187929913333,34.058772731852805,33.13608305156178,32.2490309931942,31.144823004794876,30.066592756745816,29.017236257093817,28.0,27.0,26.0,25.0,24.020824298928627,23.08679276123039,22.20360331117452,21.37755832643195,20.615528128088304,19.92485884517128,19.313207915827967,18.788294228055936,18.35755975068582,17.26267650163207,16.1245154965971,15.033296378372908,14.0,13.92838827718412,13.601470508735444,12.36931687685298,12.16552506059644,12.041594578792296,12.0,12.0,12.0,12.0,12.0,12.041594578792296,12.16552506059644,12.16552506059644,12.041594578792296,12.0,12.0,11.704699910719626,11.40175425099138,11.180339887498947,11.04536101718726,11.0,12.0,12.041594578792296,12.16552506059644,13.341664064126334,13.601470508735444,13.92838827718412,14.317821063276352,14.7648230602334,15.264337522473747,15.811388300841896,17.204650534085253,17.804493814764857,19.209372712298546,18.68154169226941,18.027756377319943,17.08800749063506,17.46424919657298,17.0,17.4928556845359,18.027756377319943,18.601075237738275,19.209372712298546,19.1049731745428,19.235384061671343,18.788294228055936,19.235384061671343,19.4164878389476,18.867962264113206,18.35755975068582,17.88854381999832,17.46424919657298,17.08800749063506,16.76305461424021,16.492422502470642,16.278820596099706,16.1245154965971,15.811388300841896,15.524174696260024,15.297058540778355,15.132745950421556,15.033296378372908,15.0,15.033296378372908,15.132745950421556,15.297058540778355,15.524174696260024,14.317821063276352,15.231546211727816,15.811388300841896,15.524174696260024,15.297058540778355,15.132745950421556,15.033296378372908,15.0,15.0,14.0356688476182,14.142135623730953,14.317821063276352,14.560219778561036,14.866068747318506,14.317821063276352,13.892443989449804,14.317821063276352,13.341664064126334,12.36931687685298,11.40175425099138,10.44030650891055,9.848857801796104,8.94427190999916,8.246211251235321,7.280109889280518,6.324555320336759,5.830951894845301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot_a0.500_b1.000_g1.000_d0.500_Dv0.050_iter251_seed1.png_828_674,28.792360097775937,29.154759474226505,29.546573405388315,30.870698080866266,32.202484376209235,33.54101966249684,34.88552708502482,36.23534186398688,36.359317925395686,36.71511950137164,36.23534186398688,35.77708763999664,35.34119409414458,34.92849839314596,33.61547262794322,34.539832078341085,34.0147027033899,33.61547262794322,33.24154027718932,32.89376840679705,32.57299494980466,32.28002478313795,32.01562118716424,31.78049716414141,31.575306807693888,31.400636936215164,31.25699921617557,31.144823004794876,32.0,32.0,31.0,31.0,30.0,29.0,28.0178514522438,26.83281572999748,25.495097567963924,25.079872407968907,23.769728648009423,23.40939982143925,23.08679276123039,21.840329667841555,21.587033144922906,20.396078054371134,19.235384061671343,18.110770276274835,17.029386365926403,17.0,17.0,16.0,16.0,16.0,16.0,16.0312195418814,16.1245154965971,16.278820596099706,16.492422502470642,16.76305461424021,17.08800749063506,17.46424919657298,17.72004514666935,17.46424919657298,17.26267650163207,17.11724276862369,17.029386365926403,17.0,17.0,17.0,17.0,18.0,18.68154169226941,18.0,17.029386365926403,16.1245154965971,15.297058540778355,14.560219778561036,13.92838827718412,13.41640786499874,13.892443989449804,14.422205101855956,14.212670403551895,14.866068747318506,14.212670403551895,14.422205101855956,14.7648230602334,15.0,15.264337522473747,15.652475842498529,16.1245154965971,15.132745950421556,15.297058540778355,15.524174696260024,15.811388300841896,16.15549442140351,16.55294535724685,16.15549442140351,15.811388300841896,15.524174696260024,15.297058540778355,15.132745950421556,15.033296378372908,15.0,15.0,16.0,17.0,17.0,17.0,17.029386365926403,17.11724276862369,16.278820596099706,16.492422502470642,16.76305461424021,17.08800749063506,16.0312195418814,15.0,14.0,13.0,12.0,12.041594578792296,12.16552506059644,12.36931687685298,11.704699910719626,12.083045973594572,12.36931687685298,11.704699910719626,11.180339887498947,10.816653826391969,10.63014581273465,10.63014581273465,10.63014581273465,10.198039027185567,9.055385138137416,9.0,9.0,9.0,9.0,8.94427190999916,8.54400374531753,8.246211251235321,7.071067811865476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot_a0.500_b1.000_g1.000_d0.500_Dv0.050_iter251_seed1.png_609_696,28.792360097775937,29.154759474226505,29.546573405388315,30.870698080866266,32.202484376209235,33.54101966249684,34.88552708502482,36.23534186398688,36.359317925395686,36.05551275463989,35.805027579936315,35.608987629529715,35.4682957019364,35.38361202590826,34.713109915419565,34.655446902326915,35.35533905932738,35.38361202590826,34.713109915419565,34.828149534536,34.20526275297414,34.40930106817051,34.66987164671943,34.9857113690718,34.48187929913333,34.058772731852805,33.13608305156178,32.2490309931942,32.38826948140329,32.55764119219941,32.7566787083184,32.984845004941285,33.24154027718932,33.52610922848042,33.734255586866,32.55764119219941,31.400636936215164,30.265491900843116,29.154759474226505,28.0713376952364,27.018512172212592,26.0,25.0,24.0,23.0,23.021728866442675,22.09072203437452,21.213203435596427,21.37755832643195,21.587033144922906,20.8806130178211,21.18962010041709,21.54065922853801,21.02379604162864,21.470910553583888,21.02379604162864,21.470910553583888,21.02379604162864,21.470910553583888,21.2602916254693,20.615528128088304,20.0,19.4164878389476,18.867962264113206,18.35755975068582,17.88854381999832,17.46424919657298,17.08800749063506,16.76305461424021,16.492422502470642,16.15549442140351,15.811388300841896,15.524174696260024,15.297058540778355,15.132745950421556,15.033296378372908,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0312195418814,16.1245154965971,16.278820596099706,16.492422502470642,16.76305461424021,15.652475842498529,15.231546211727816,14.7648230602334,14.317821063276352,13.892443989449804,13.41640786499874,12.206555615733702,11.6619037896906,10.295630140987,9.848857801796104,9.486832980505138,8.246211251235321,8.06225774829855,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plot_a0.500_b1.000_g1.000_d0.500_Dv0.050_iter251_seed9.png_693_573,30.463092423455635,31.016124838541646,31.622776601683796,32.28002478313795,31.04834939252005,29.8328677803526,28.635642126552707,27.459060435491963,26.30589287593181,25.179356624028344,25.079872407968907,25.019992006393608,25.0,24.0,24.0,24.0,24.020824298928627,24.08318915758459,24.186773244895647,24.33105012119288,24.515301344262525,24.73863375370596,25.0,25.29822128134704,25.632011235952596,26.0,26.40075756488817,26.0,25.632011235952596,25.29822128134704,24.04163056034261,25.0,25.70992026436488,26.476404589747453,26.30589287593181,26.1725046566048,26.0768096208106,26.019223662515376,27.0,27.0,27.51363298439521,27.202941017470888,25.96150997149434,25.70992026436488,25.495097567963924,25.317977802344327,25.179356624028344,25.079872407968907,25.019992006393608,25.0,24.73863375370596,24.515301344262525,24.33105012119288,24.186773244895647,24.08318915758459,24.020824298928627,24.0,24.0,24.020824298928627,24.08318915758459,24.186773244895647,24.33105012119288,24.515301344262525,24.73863375370596,25.0,25.29822128134704,25.632011235952596,26.0,26.0,26.0,26.019223662515376,26.0768096208106,26.1725046566048,26.30589287593181,26.476404589747453,26.68332812825267,26.92582403567252,27.073972741361768,27.16615541441225,27.29468812791236,27.29468812791236,26.83281572999748,26.40075756488817,26.0,25.632011235952596,25.70992026436488,25.0,24.35159132377184,23.769728648009423,23.259406699226016,22.825424421026653,23.323807579381203,23.021728866442675,22.80350850198276,22.67156809750927,21.95449840010015,21.633307652783937,22.20360331117452,22.02271554554524,22.02271554554524,22.20360331117452,21.633307652783937,21.95449840010015,22.360679774997894,21.93171219946131,21.470910553583888,21.02379604162864,20.615528128088304,20.248456731316587,18.867962264113206,18.35755975068582,17.88854381999832,17.46424919657298,17.08800749063506,17.72004514666935,17.46424919657298,17.26267650163207,17.11724276862369,17.029386365926403,17.0,16.76305461424021,16.492422502470642,15.652475842498529,15.231546211727816,13.92838827718412,12.649110640673518,11.40175425099138,10.198039027185567,9.055385138137416,8.0,7.0,6.082762530298219,5.385164807134504,4.123105625617661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
